"No.";"Name";"Country";"Url"
"166";"Apen - Augustfehn, Friedhof II";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/apen-augustfehn-friedhof-ii"
"167";"Apen - Godensholt, Ev.-luth. Friedhof";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/apen-godensholt-ev-luth-friedhof"
"168";"Apen - Nordloh, Friedhof";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/apen-nordloh-friedhof"
"169";"Apen - Vreschen-Bokel, Friedhof";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/apen-vreschen-bokel-friedhof"
"170";"Aplerbeck";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/aplerbeck"
"171";"Apremont";"Frankreich";"https://kriegsgraeberstaetten.volksbund.de/friedhof/apremont"
"172";"Ararat";"Armenien";"https://kriegsgraeberstaetten.volksbund.de/friedhof/ararat"
"173";"Arasdajan";"Armenien";"https://kriegsgraeberstaetten.volksbund.de/friedhof/arasdajan"
"174";"Arca-Cikopo-Selatan";"Indonesien";"https://kriegsgraeberstaetten.volksbund.de/friedhof/arca-cikopo-selatan"
"175";"Arendsee";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/arendsee"
"176";"Arensdorf b. Fürstenwalde/Spree";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/arensdorf-b-fuerstenwaldespree"
"177";"Argul";"Lettland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/argul"
"178";"Arholzen, Friedhof";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/arholzen-friedhof"
"179";"Armentières,Cité Bonjean";"Frankreich";"https://kriegsgraeberstaetten.volksbund.de/friedhof/armentierescite-bonjean"
"180";"Armoniskiai";"Litauen";"https://kriegsgraeberstaetten.volksbund.de/friedhof/armoniskiai"
"181";"Arnsber-Holzen-Oelinghausen-Kommunalfriedhof";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/arnsber-holzen-oelinghausen-kommunalfriedhof"
"182";"Arnsberg Neheim,Möhnefriedh";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/arnsberg-neheimmoehnefriedh"
"183";"Arnsberg-Bachum-Kommunalfriedhof";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/arnsberg-bachum-kommunalfriedhof"
"184";"Arnsberg-Breitenbruch-Kommunalfriedhof";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/arnsberg-breitenbruch-kommunalfriedhof"
